# submitted_item	validated_id	current_symbol
P23226-1	unknown ID	-
Q24147	FBgn0010342	Map60
P49071	FBgn0013987	MAPk-Ak2
Q9VMX6	FBgn0031655	Marcal1
Q7YU24	FBgn0029870	Marf
Q7K3L1	FBgn0033845	mars
Q9VCA8	FBgn0043884	mask
Q7KPG8	FBgn0024956	Mat1
Q7JP08	unknown ID	-
Q95RA8	FBgn0038965	mats
P91664	FBgn0017578	Max
Q7KSN0	FBgn0038016	MBD-R2
Q9VPM5	FBgn0086912	mbm
Q9GYU8	FBgn0026207	mbo
A8JNT4	FBgn0005536	Mbs
Q9VXE5	FBgn0025743	mbt
Q9VIE6	FBgn0032929	Mcm10
P49735	FBgn0014861	Mcm2
P91675	unknown ID	-
P91676	unknown ID	-
Q9V461	FBgn0025815	Mcm6
P91674	unknown ID	-
A1Z8Q7	FBgn0260959	MCPH1
Q9VLT3	FBgn0267488	Mcr
Q7JZN2	FBgn0034389	Mctp
Q9U1J0	FBgn0029155	Men-b
Q7KT52	unknown ID	-
Q9VJH2	FBgn0051739	AspRS-m
P23128-1	unknown ID	-
O61458	FBgn0011655	Med
Q9VP05	FBgn0037109	MED1
Q9GYU7	FBgn0036581	MED10
Q9VVS4	FBgn0036811	MED11
Q9W0P8-1	unknown ID	-
Q9Y149	FBgn0027592	MED15
Q9W278	FBgn0034707	MED16
Q9VEC1	FBgn0038578	MED17
Q9XZT1-1	unknown ID	-
Q9VVL6	FBgn0036761	MED19
P91641	FBgn0013531	MED20
Q9W5P1	FBgn0040020	MED21
B7YZP1	unknown ID	-
Q9VSF2	FBgn0035851	MED24
Q9VDR1	FBgn0038760	MED25
Q9V4F9	FBgn0039923	MED26
Q9VNG0	FBgn0037359	MED27
Q9W0P3	FBgn0035149	MED30
Q8IH24-1	unknown ID	-
Q9VS38	FBgn0035754	MED4
Q8MSX2	FBgn0024330	MED6
Q9GYV9	FBgn0051390	MED7
A1ZBT5	FBgn0034503	MED8
A1ZB42-2	unknown ID	-
Q9VXG8	FBgn0004367	mei-41
Q24087	FBgn0002707	mei-9
Q9W378	FBgn0026206	mei-P26
Q8MSQ4	FBgn0024329	Mekk1
Q2QBM1	FBgn0002719	Men
Q8MSF2	unknown ID	-
Q7KVN1	FBgn0043070	MESK2
Q9GU52	FBgn0036846	MESR6
Q70VI1	FBgn0038294	Mf
O61457	FBgn0260745	mfas
Q9VAY3	FBgn0039561	mfrn
Q9I7T5	FBgn0035473	mge
O97471	FBgn0025814	Mgstl
P05661-10	unknown ID	-
P05661-16	unknown ID	-
P05661-17	unknown ID	-
P05661-18	unknown ID	-
P05661-2	unknown ID	-
Q0KI67	FBgn0026059	Mhcl
Q59E34	FBgn0262519	Mi-2
Q9VUX2	FBgn0263601	mib1
Q9VJ14	FBgn0086442	mib2
Q9VU34	FBgn0036333	MICAL-like
O46093	FBgn0023509	mip130
Q7K159	FBgn0034430	mip40
O96421	unknown ID	-
Q8IMX7-2	FBgn0039140	Miro
Q9VS01	FBgn0035725	Mis12
Q9W4X9	FBgn0004643	Zw10
Q6WSQ9	FBgn0263112	Mitf
O61444	FBgn0024326	Mkk4
Q9TVX6	FBgn0029152	Mkrn1
P06742-1	unknown ID	-
P18432	FBgn0002773	Mlc2
P54357	FBgn0004687	Mlc-c
Q8IMW5	FBgn0263490	mld
P24785-1	unknown ID	-
Q9NKV0-1	unknown ID	-
B7YZP9	FBgn0259209	Mlp60A
P53777	FBgn0259209	Mlp60A
A4V2J1	unknown ID	-
Q95U54	FBgn0037301	Mms19
A1Z8C0	FBgn0033549	mms4
Q8IGT8	FBgn0259749	mmy
P49657-1	unknown ID	-
A0JL24	FBgn0036134	FoxK
Q7KXY9	FBgn0031885	Mnn1
O46042	FBgn0023215	Mnt
P91891	FBgn0017572	Mo25
Q8IQG1-2	unknown ID	-
Q7K0E3	FBgn0259483	Mob4
Q8IGV4	FBgn0039581	Moca-cyp
P13469	FBgn0002780	mod
Q86B87-11	unknown ID	-
Q86B87-15	unknown ID	-
Q86B87-26	unknown ID	-
O77259	FBgn0016038	Vsp37A
P46150-4	unknown ID	-
O02193	FBgn0014340	mof
Q86NX0	FBgn0027609	morgue
P26270	FBgn0002787	Rpn8
B7Z0T0	unknown ID	-
P14318	FBgn0002789	Mp20
Q0E8E8	FBgn0026409	Mpcp2
Q95PE4	FBgn0032921	Mpp6
Q95TK2	FBgn0002791	mr
Q9XYZ4	FBgn0020270	mre11
Q9Y0I1	FBgn0027378	MRG15
Q0E8K5	FBgn0035107	mri
A8DYF7	FBgn0034091	mrj
Q9NCW9	FBgn0030556	mRNA-cap
Q7KTB7	FBgn0032456	MRP
Q9VHT5	FBgn0037566	mRpL1
Q9VPL3	FBgn0031231	mRpL10
Q9VFJ2	FBgn0038234	mRpL11
Q2XYH0	FBgn0011787	mRpL12
Q9VJ38	FBgn0032720	mRpL13
Q9W4Z2	FBgn0040389	mRpL14
Q8T9L3	FBgn0036990	mRpL15
O46082	FBgn0023519	mRpL16
Q9W0S6	FBgn0035122	mRpL17
Q7JVK1	FBgn0026741	mRpL18
Q9VHN6	FBgn0037608	mRpL19
Q8MYY5	FBgn0036135	mRpL2
Q9VU36	FBgn0036335	mRpL20
Q8SYD8	FBgn0036853	mRpL21
Q9VXB5	FBgn0030786	mRpL22
B7Z0I3	unknown ID	-
Q9W021	FBgn0035335	mRpL23
Q9VMY1	FBgn0031651	mRpL24
Q86BM8	FBgn0053002	mRpL27
Q9VMX0	FBgn0031660	mRpL28
Q8MRV7	FBgn0030686	mRpL3
Q8SYI9	FBgn0029718	mRpL30
Q9V9Z1	FBgn0039835	mRpL32
Q8MS27	FBgn0038923	mRpL35
Q9I7Q9	FBgn0042112	mRpL36
Q9VY48	FBgn0030552	mRpL38
Q9VUJ0	FBgn0036462	mRpL39
Q9V3D0	FBgn0001995	mRpL4
Q9VGP7	FBgn0037892	mRpL40
Q7JZM8	FBgn0034001	mRpL41
Q7K0A0	FBgn0033480	mRpL42
Q9W1L1	FBgn0034893	mRpL43
Q7K141	FBgn0037330	mRpL44
Q9VCX3	FBgn0263863	mRpL45
Q9W086	FBgn0035272	mRpL46
Q9VQ35	FBgn0031357	mRpL48
Q9VYI3	FBgn0030433	mRpL49
Q9V3E3	FBgn0028648	mRpL50
Q9VLJ9	FBgn0032053	mRpL51
Q7JWG9	FBgn0033208	mRpL52
A1Z9J6	FBgn0050481	mRpL53
Q8T9B2	FBgn0034579	mRpL54
Q9VE04	FBgn0038678	mRpL55
Q9VF89	FBgn0038319	mRpL9
Q9VFB2-1	unknown ID	-
Q8SXD7	FBgn0038474	mRpS11
Q9VWI3	FBgn0044030	mRpS14
Q9V6Y3	FBgn0033907	mRpS16
Q9W199	FBgn0034986	mRpS17
Q8IGA1	FBgn0051450	mRpS18A
Q9VIN9	FBgn0032849	mRpS18B
Q8SX76	FBgn0051453	pch2
Q9VA81	FBgn0039765	mRpS18C
Q8MSS7	FBgn0031639	mRpS2
Q8I0J3	FBgn0044511	mRpS21
Q9VAY9	FBgn0039555	mRpS22
Q8IP62	FBgn0260407	mRpS23
Q9VCC3	FBgn0039159	mRpS24
Q9VY28	FBgn0030572	mRpS25
Q9VVN2	FBgn0036774	mRpS26
A1ZBA5	FBgn0034361	mRpS28
Q8IA36	FBgn0034727	mRpS29
Q9VXP3	FBgn0030692	mRpS30
Q95S88	FBgn0036557	mRpS31
Q9VEV5	FBgn0038426	mRpS33
Q9VV39	FBgn0285951	mRpS34
Q9VZX6	FBgn0035374	mRpS35
Q7JZ53	FBgn0034232	CG4866
Q8SYP9	FBgn0287187	mRpS5
Q9VZD5	FBgn0035534	mRpS6
Q9VKX4	FBgn0032236	mRpS7
Q8SXF0	FBgn0037529	mRpS9
B7Z043	FBgn0052296	Mrtf
Q8IGA0	FBgn0027949	msb1l
Q9VUM0	FBgn0036486	Msh6
Q7JN15	FBgn0011666	msi
Q7KIF8	FBgn0026252	msk
P50535	FBgn0005617	msl-1
Q7KV88	FBgn0010909	msn
Q4ABH1	unknown ID	-
Q95TZ9	FBgn0027948	msps
Q26459	FBgn0015766	Msr-110
O01939	FBgn0020272	mst
Q9V451	FBgn0028708	Mst85C
P84345	FBgn0013673	mt:ATPase8
P00399	FBgn0013674	mt:CoI
P00408	FBgn0013675	mt:CoII
P18935	FBgn0013678	mt:Cyt-b
P18929	FBgn0013679	mt:ND1
P18930	FBgn0013681	mt:ND3
P18934	FBgn0013683	mt:ND4L
P18932	FBgn0013684	mt:ND5
Q6AWS2	FBgn0027951	MTA1-like
Q94519-1	unknown ID	-
Q94519-2	unknown ID	-
Q9V3Y4	FBgn0027786	Mtch
Q9VPD5	FBgn0037008	mTerf3
Q7JWS8	FBgn0039532	Mtl
A1Z8P9	FBgn0013756	Mtor
Q961S9	FBgn0266369	Mtp
Q5BID5	FBgn0036916	Mtr3
Q23973	FBgn0010431	mtrm
P23696	FBgn0004177	mts
P54622	FBgn0010438	mtSSB
Q86LS0	unknown ID	-
B7Z0G5	unknown ID	-
Q9VTM5	FBgn0261381	mtTFB1
Q9VH38	FBgn0037778	mtTFB2
P91632	FBgn0262737	mub
Q0E8A7	FBgn0262737	mub
Q1KN24	FBgn0002873	mud
Q2XXV4	FBgn0002878	mus101
Q4LDP6	unknown ID	-
Q95TM2	unknown ID	-
P17917	FBgn0005655	PCNA
Q24595-3	unknown ID	-
Q9VVN4	FBgn0002901	mus304
O18475	FBgn0002905	DNApol-theta
Q9VGI8	FBgn0002906	Blm
Q0E9A5	FBgn0033757	muskelin
P49283-2	unknown ID	-
Q7KJ96	unknown ID	-
Q7K105	FBgn0033402	Myd88
Q23978	FBgn0086347	Myo31DF
Q23979-3	unknown ID	-
Q8SY34	FBgn0036801	MYPT-75D
P11584	FBgn0004657	mys
Q7KKH3	FBgn0033379	Mys45A
Q8SWS7	FBgn0052418	vito
Q9NI63	FBgn0040298	Myt1
Q94518	FBgn0086904	Nacalpha
Q8SXH6	FBgn0034797	nahoda
Q7KT38	FBgn0015772	Nak
Q24150	FBgn0015268	Nap1
Q9VWI2	FBgn0031020	Naa15-16
Q9XYF4	FBgn0026404	Dronc
Q8MLV5	FBgn0034650	NC2alpha
A8JNU6	FBgn0010352	Nc73EF
Q8IGI6	FBgn0010352	Nc73EF
P42325	FBgn0013303	Nca
Q9VTW8	FBgn0036279	Ncc69
P20480	FBgn0002924	ncd
Q9VJ87	FBgn0086707	ncm
Q9VC27	FBgn0039234	Nct
Q8SZF2	FBgn0017567	ND-23
A4V383	FBgn0019957	ND-42
P91929	FBgn0019957	ND-42
Q94511	FBgn0017566	ND-75
Q9VCG4	FBgn0039125	Ndc1
Q9VYB1	FBgn0030500	Ndc80
A1Z876	unknown ID	-
P98159	FBgn0002926	ndl
O16866	FBgn0004374	neb
Q9W2U8	FBgn0083167	Neb-cGP
Q6V6U1	FBgn0002930	nec
Q9VVI3-1	unknown ID	-
Q9VJ33	FBgn0032725	Nedd8
Q86NP2	FBgn0038872	Nelf-A
Q9Y113	FBgn0027553	NELF-B
P92204	FBgn0017430	Nelf-E
A1Z942	FBgn0261625	GLS
Q0E9A1	FBgn0261625	GLS
Q7KLX0	FBgn0024542	Neos
Q9XZ01	unknown ID	-
Q9VVX5	FBgn0026630	nes
Q6QU65	FBgn0265140	Meltrin
O01397	FBgn0015269	Nf1
Q7JXU4	FBgn0034243	Ns2
Q8IPJ4	FBgn0028703	Nhe3
Q9V3U2	FBgn0029148	NHP2
Q7KTA1	FBgn0028543	NimB2
Q2PDU0	FBgn0054003	NimB3
Q9V7W9	FBgn0026402	NiPp1
A8DY44	unknown ID	-
Q8I8U7	FBgn0053554	Nipped-A
Q7PLI2	FBgn0026401	Nipped-B
Q9VXK0	FBgn0030724	Nipsnap
O76464	FBgn0024945	NitFhit
Q7KMJ6	FBgn0027548	nito
Q8SXR1	FBgn0053126	NLaz
O96995	unknown ID	-
Q27415-1	unknown ID	-
Q9VL02	FBgn0005322	nmd
O46050	FBgn0023542	Nmd3
Q04448-1	unknown ID	-
Q7KS06	FBgn0039254	Nmnat
O61613	FBgn0020392	Nmt
Q8IPW3	FBgn0051658	Nnf1b
Q9VJZ7	FBgn0022069	Nnp-1
Q9VAU9	FBgn0026400	Noa36
A8JQX3	FBgn0261808	cu
O46106	FBgn0014366	noi
Q04047-1	unknown ID	-
Q24113	FBgn0015520	nonA-l
Q9U5W4	FBgn0026196	nop5
Q8IGT5	FBgn0038964	Nop56
O44081-1	unknown ID	-
Q7K2X1	FBgn0034314	nopo
Q7KTV5	FBgn0037137	Nopp140
A8DY81	FBgn0085436	Not1
A8DWJ8	FBgn0085428	Nox
Q9V3L7	FBgn0027785	NP15.6
Q7YU59	FBgn0024320	Npc1a
Q9VQ62	FBgn0031381	Npc2a
Q9VU58	FBgn0287423	Nplp2
P20241-1	unknown ID	-
Q9VEG9	FBgn0038536	CG7655
Q24046	FBgn0015776	nrv1
A4V0B5	FBgn0015777	nrv2
Q1RL12	FBgn0015777	nrv2
Q24048-1	unknown ID	-
Q94887	FBgn0013997	Nrx-IV
P54351	FBgn0266464	Nsf2
A8JUT4	FBgn0031145	Ntf-2
Q6WAR0	FBgn0031145	Ntf-2
O76268	FBgn0024947	NTPase
O16124	FBgn0052190	NUCB1
Q9VVA6	FBgn0021768	nudC
A8JNQ1	FBgn0036059	nudE
Q6NN29	FBgn0013718	nuf
Q960D9	FBgn0031886	Nuf2
P16554-1	unknown ID	-
A1YK54	FBgn0027868	Nup107
A1YK77	FBgn0039004	Nup133
A8JV18	FBgn0061200	Nup153
O62536	unknown ID	-
Q9W1X4	FBgn0010660	Nup214
Q8SWV7	unknown ID	-
Q7K2X8	FBgn0033247	Nup44A
Q9VDV3	FBgn0038722	Nup58
Q7JXF5	FBgn0034118	Nup62
A1YK00	FBgn0034310	Nup75
A1YK24	FBgn0039120	Nup98-96
O77460	FBgn0016687	Nurf-38
Q9VV73	FBgn0036640	nxf2
Q9V3H8	FBgn0028411	Nxt1
Q9NLA6	FBgn0011818	oaf
Q7K084	FBgn0033268	Obp44a
A1ZBP7	FBgn0046880	Obp56b
Q8SY61	FBgn0034470	Obp56d
Q7K088	FBgn0034471	Obp56e
Q9VAJ4	FBgn0039678	Obp99a
Q9VAI6	FBgn0039685	Obp99b
Q9VAI9	FBgn0039682	Obp99c
P54361-1	unknown ID	-
Q9V6X7	FBgn0033901	O-fut1
P27716	FBgn0004646	ogre
Q7KJA9	FBgn0261403	sxc
O76927	FBgn0015521	RpS21
A1Z9N0	FBgn0261276	Opa1
Q9W1E8	FBgn0003008	or
Q9VSR3-1	unknown ID	-
O16810	FBgn0286788	Orc1
Q24168	FBgn0015270	Orc2
Q9W102	FBgn0023181	Orc4
Q24169	FBgn0015271	Orc5
Q9Y1B2	FBgn0023180	Orc6
Q95R48	FBgn0086365	Orct2
Q94885	unknown ID	-
Q94526	FBgn0017561	Ork1
Q8IN94	FBgn0261885	osa
O18397	FBgn0020626	Osbp
Q24439	FBgn0016691	ATPsynO
P25158-1	unknown ID	-
Q24319	FBgn0014868	Ost48
Q7KN63	FBgn0011336	Stt3B
P20240	FBgn0266420	Ote
Q9V3F9	FBgn0259834	out
Q9XY35	FBgn0011227	ox
Q9NFR8	unknown ID	-
Q7PLI0	FBgn0260799	p120ctn
Q9VQD8	FBgn0031437	Arpc5
Q9VYT6	FBgn0030341	p24-1
Q86BA5	FBgn0053105	p24-2
O61443	FBgn0024846	p38b
Q7K3Z3	FBgn0033179	p47
Q9VHA8	FBgn0037718	P58IPK
O96643	FBgn0015781	P5cr
P21187	FBgn0265297	pAbp
Q7KNF2	FBgn0005648	Pabp2
Q9VXP4	FBgn0025809	Paf-AHalpha
Q9W0Y6	FBgn0060296	pain
B7Z0W0	FBgn0267698	Pak
Q8IGZ0	FBgn0044826	Pak3
Q7KUT8	FBgn0020389	Papss
A1ZBL5	FBgn0260934	par-1
O97111	FBgn0026192	par-6
O46043	FBgn0023216	Parg
P35875-1	unknown ID	-
Q9V9V7	FBgn0039861	pasha
Q8IGN0	FBgn0016693	Past1
Q9VT03	FBgn0036007	path
A4V1B2	FBgn0067864	Patj
Q9NB04	FBgn0067864	Patj
Q7KK29	FBgn0266053	Patr-1
O16048	FBgn0011692	pav
Q2PDT4	FBgn0041789	Pax
Q9VTV9	FBgn0036271	Pbgs
O76216	FBgn0020388	Gcn5
O76454	FBgn0024841	Pcd
A1Z9W4	FBgn0264962	Pcf11
Q9VWI1	FBgn0020261	pcm
Q27869	FBgn0086768	Pcmt
P18490	FBgn0003048	pcx
Q9VUZ8	FBgn0036580	PDCD-5
Q9VJ79-2	unknown ID	-
B7YZV3	FBgn0264815	Pde1c
P54399-1	unknown ID	-
P91622	FBgn0017558	Pdk
Q9W3Q1	FBgn0029958	Pdp
A1Z8S6	FBgn0260012	pds5
Q9VQR2	FBgn0021967	ND-PDSW
A1Z9L3	FBgn0086895	pea
Q9W1C9	FBgn0011695	EbpIII
Q8IP79	FBgn0032482	Pect
P48612	FBgn0011207	pelo
O61345	FBgn0015527	peng
P52295	FBgn0267727	Pen
P41073-1	unknown ID	-
Q8SXU4	unknown ID	-
Q9V3V3	FBgn0031799	Pez
P52034-2	unknown ID	-
Q0KHQ6	FBgn0027621	Pfrx
Q8MVS5	FBgn0001970	Pgant35A
Q6WV17-1	unknown ID	-
Q6WV16	FBgn0035375	Pgant6
Q8MRC9-1	unknown ID	-
P41572	FBgn0004654	Pgd
P52029	FBgn0003074	Pgi
Q01604	FBgn0250906	Pgk
Q8MR44	FBgn0011270	Pglym87
Q9VUY9	FBgn0003076	Pgm1
Q70PY2	FBgn0043578	PGRP-SB1
Q8MQN0	FBgn0051015	PH4alphaPV
Q8IRD3	FBgn0035438	PHGPx
Q7K4Y9	unknown ID	-
P11346-1	unknown ID	-
O01404	FBgn0283509	Phm
P39769	FBgn0004861	ph-p
A1Z757	FBgn0003082	phr
Q0E8P0	FBgn0016054	phr6-4
O18683	FBgn0020622	Pi3K21B
P91634	FBgn0015279	Pi3K92E
Q8I0B7	FBgn0037339	Pi4KIIalpha
Q9V7S5-1	unknown ID	-
Q24454	FBgn0003087	pim
Q9VD51	FBgn0266581	pit
Q95RQ8	FBgn0034878	pita
Q9VPC0	FBgn0016696	Pitslre
Q9VKM1	FBgn0004872	piwi
Q9VSS1	FBgn0086706	pix
Q9W0V1-4	unknown ID	-
Q24458	FBgn0014006	Ask1
A4V0I0	unknown ID	-
P12370	FBgn0000273	Pka-C1
P81900-1	unknown ID	-
Q03042	FBgn0000442	Pkg21D
A8DY76	FBgn0020621	Pkn
O96681	FBgn0025741	PlexA
O77237	FBgn0025574	Pli
Q86BN8-1	unknown ID	-
P42570	FBgn0003114	plu
Q24193	FBgn0261261	plx
Q8IQ56-1	unknown ID	-
A1Z7P0	unknown ID	-
O18399	FBgn0003116	pn
O46308	FBgn0000826	png
A8JQW3	FBgn0037737	Pnn
P40797	FBgn0013726	pnut
Q70HU2	FBgn0053526	PNUTS
A8JV09	FBgn0029903	pod1
Q9VLT5-1	unknown ID	-
Q9W123	FBgn0035047	Pof
Q8T5U3	unknown ID	-
Q95RJ7	unknown ID	-
P52304	FBgn0003124	polo
Q9NH01	FBgn0086371	poly
Q7YU13	FBgn0039227	polybromo
Q9VIJ5	FBgn0032884	Pomp
Q9VH07	FBgn0040078	pont
Q8I0I5	FBgn0036239	Pop2
Q94920	FBgn0004363	porin
P12982	FBgn0004103	Pp1-87B
P48461	FBgn0003134	Pp1alpha-96A
P36179	FBgn0260439	Pp2A-29B
B7Z0L6	FBgn0042693	wrd
Q0KI58	FBgn0042693	wrd
Q27889	FBgn0011826	Pp2B-14D
O76932	FBgn0023177	Pp4-19C
Q9VDE5	FBgn0010770	ppan
Q0E9G3	FBgn0033224	Nop17l
A8JV41	FBgn0030844	ppk23
Q9U616	FBgn0027945	ppl
Q868Z9-1	unknown ID	-
Q9U8D0	FBgn0020018	Ppox
Q9W2U4	FBgn0030208	PPP4R2r
Q9VG78	FBgn0082831	pps
Q9W3C7	FBgn0030057	Ppt1
Q27884	FBgn0003139	PpV
P48611	FBgn0003141	pr
Q9I7F7-1	unknown ID	-
Q27601	FBgn0004901	Prat
Q9VLJ0	FBgn0032059	PrBP
Q9VVM6	FBgn0036770	Prestin
P82890-1	unknown ID	-
O61722	FBgn0024734	PRL-1
A4V1N8	FBgn0003149	Prm
P35415-1	unknown ID	-
Q7JNE1	FBgn0014269	prod
P40301	FBgn0086134	Prosalpha2
P40304	FBgn0002284	Prosbeta6
P48601	FBgn0015282	Rpt2
P22769	FBgn0004066	Prosalpha4
P18053	FBgn0261394	Prosalpha3
P12881	FBgn0250843	Prosalpha6
O18413	FBgn0020369	Rpt6
P55035	FBgn0015283	Rpn10
Q9XZJ4	FBgn0263121	Prosalpha1
Q9V5C6-1	unknown ID	-
A1Z9K8	FBgn0040752	Prosap
O17311	FBgn0023174	Prosbeta2
Q9XYN7	FBgn0026380	Prosbeta3
Q9VNA5	FBgn0250746	Prosbeta7
Q7K148	FBgn0029134	Prosbeta5
Q95083	FBgn0016697	Prosalpha5
Q9V437	FBgn0027784	Prp18
A1Z8U0	FBgn0033688	Prp8
Q9VFK6	FBgn0011474	PR-Set7
A1Z892	FBgn0033520	Prx2540-1
Q7JX87	FBgn0033518	Prx2540-2
Q9VEJ0	FBgn0038519	Prx3
Q95SB0	FBgn0031479	Prx6005
Q0KI96	FBgn0261552	ps
Q8IRH0	FBgn0261243	Psa
Q9W0I7	FBgn0035194	Psf1
Q9VQY9	FBgn0261976	Psf2
Q9W2V7	FBgn0030196	Psf3
A1ZAK7	FBgn0014870	Psi
Q9VDQ7	FBgn0243511	psidin
O02194-1	unknown ID	-
A1Z8A4	FBgn0263102	psq
Q9VD28	FBgn0038948	PSR
Q95SF7	FBgn0035770	pst
P35992-3	unknown ID	-
Q9W0G1-1	unknown ID	-
P16620-1	unknown ID	-
Q24466	FBgn0016698	Ptpa
Q9W4Z1	FBgn0003159	CG2841
Q8T6B9-1	unknown ID	-
P25822-1	unknown ID	-
Q9VPK7	FBgn0031227	CG3709
Q24229	FBgn0003169	put
Q7KTI7	FBgn0032006	Pvr
Q9VEG6-1	unknown ID	-
B7Z0U1	FBgn0262614	pyd
O62619-1	unknown ID	-
Q9VP57	FBgn0259785	pzg
A1ZAT7	unknown ID	-
O44435	FBgn0022986	qkr58E-1
O44434	FBgn0022984	qkr58E-3
O61231	FBgn0024733	RpL10
O61538	FBgn0019662	qm
Q59E00	FBgn0028572	qtc
Q23989-1	unknown ID	-
Q23989-2	unknown ID	-
P05990-1	unknown ID	-
P08645	FBgn0004636	Rap1
Q2Q0K7	FBgn0031951	r2d2
O18332	FBgn0285937	Rab1
O15971	FBgn0015789	Rab10
O18335	FBgn0015790	Rab11
O18336	FBgn0015791	Rab14
O18333	FBgn0014009	Rab2
Q7PLE8	FBgn0039966	Rab21
Q95RH7	FBgn0031090	Rab35
Q8SYS5	FBgn0029959	Rab39
Q9VKB9-1	unknown ID	-
Q7KY04	FBgn0016701	Rab4
Q8IR80	FBgn0030391	Rab40
Q9V3I2	FBgn0014010	Rab5
O18334	FBgn0015797	Rab6
O76742	FBgn0015795	Rab7
O18338	FBgn0262518	Rab8
Q9VIW6	FBgn0032782	Rab9
O18337	FBgn0015794	Rab18
P40792	FBgn0010333	Rac1
P48554	FBgn0014011	Rac2
O18640	FBgn0020618	Rack1
O96532	FBgn0025808	Rad17
O96689	FBgn0260987	vtd
Q8IMB7	FBgn0026777	Rad23
Q9W252	FBgn0034728	rad50
A8JNV5	FBgn0025807	Rad9
Q7JVX4	FBgn0034646	Rae1
P48555	FBgn0015286	Rala
A4V4A5	FBgn0020255	Ran
Q9VZ23	FBgn0020255	Ran
Q7K0Q2	FBgn0284254	Impbeta11
Q9GQN0	FBgn0053180	Ranbp16
Q2XXZ0	FBgn0031051	Ranbp21
Q9VGP4	FBgn0037894	Ranbp9
Q4Z8K6-1	unknown ID	-
Q9VIW3	FBgn0003346	RanGAP
O96692	FBgn0283666	Rap2l
Q9NFR7	FBgn0040080	pins
Q9W437	FBgn0029840	raptor
A4V488	FBgn0003204	ras
Q07152-1	unknown ID	-
P04388	FBgn0003206	Ras64B
P08646	FBgn0003205	Ras85D
Q9VCQ7	FBgn0039055	Rassf
O77290	FBgn0003210	rb
A4V3H1	FBgn0004903	Rb97D
Q24472	FBgn0015799	Rbf
Q9NIS1	FBgn0038390	Rbf2
Q9W3B2	FBgn0030067	Rbm13
Q02427-3	unknown ID	-
Q9VYD8	FBgn0030479	Rbp1-like
Q26272	FBgn0262734	eIF4H1
Q24024	FBgn0010258	Rbp4
Q9VLS5	FBgn0261064	Rbsn-5
P91666	FBgn0017551	Rca1
P43125-1	unknown ID	-
Q9U9P7	FBgn0027872	rdgBbeta
Q9VFP2-1	unknown ID	-
Q9VF30	FBgn0003227	rec
Q9NH11	FBgn0040290	RecQ4
Q7YZ98	FBgn0027375	RecQ5
P14199	FBgn0003231	ref(2)P
Q9V3P3	FBgn0029133	REG
Q94913	FBgn0015801	Reg-5
Q76NR6	FBgn0030362	regucalcin
Q94527-1	unknown ID	-
Q9V8W3	FBgn0026378	Rep
O61464	FBgn0024732	Drep1
A8DY77	FBgn0028408	Drep2
Q9NDR2	FBgn0028406	Drep4
Q9V3K3	FBgn0040075	rept
Q9VMD6	FBgn0031814	retm
Q8T9I8	unknown ID	-
Q9V496	FBgn0087002	apolpp
Q9VKW3	FBgn0032244	RfC3
Q7KLW6	FBgn0028700	RfC38
P53034	FBgn0260985	RfC4
Q9VQ28	unknown ID	-
B7Z0X3	FBgn0266098	rg
Q94547-1	unknown ID	-
Q960C2	FBgn0260442	rhea
Q9VND8	FBgn0041191	Rheb
A4UZI6	unknown ID	-
P48148	FBgn0014020	Rho1
Q0KHT6	unknown ID	-
A1Z8R8	FBgn0033672	rho-7
Q0KHR5	FBgn0030808	RhoGAP15B
Q29QE1	FBgn0025836	RhoGAP1A
Q961S1	FBgn0029778	RhoGAP5A
Q9VTU3	FBgn0036257	RhoGAP68F
B7Z058	FBgn0036518	RhoGAP71E
Q9VDS5	FBgn0038747	RhoGAP92B
Q8MRC6	unknown ID	-
Q9VW59	FBgn0036921	RhoGDI
A1ZAN6	FBgn0023172	RhoGEF2
Q9W358	FBgn0028292	ric8a
Q7YU91	FBgn0031006	rictor
Q86BY9	FBgn0250850	rig
Q9NH72	FBgn0015778	rin
Q9VL31	FBgn0032189	Ripalpha
P40417-1	unknown ID	-
Q01637	FBgn0003257	r-l
Q27411	FBgn0014022	Rlb1
Q27370	FBgn0014023	mRpL47
P19109-1	unknown ID	-
A1Z7S0	FBgn0015477	Rme-8
Q24485	FBgn0010406	RNaseX25
A1Z768	FBgn0023171	rnh1
A8JUY0	FBgn0014024	Rnp4F
Q9W4D2-1	unknown ID	-
P48591	FBgn0011703	RnrL
P48592	FBgn0011704	RnrS
A1Z9K4	FBgn0020620	RN-tre
Q7KMS3	FBgn0024196	robl
B7Z114	FBgn0025638	Roc1a
Q7JWH5	FBgn0044020	Roc2
O96695	FBgn0003268	rod
P48604	FBgn0014877	Roe1
Q9VVE2-2	unknown ID	-
Q961D4	FBgn0026181	Rok
Q07327	FBgn0004574	Rop
O44252	FBgn0011705	rost
Q08212	FBgn0005649	Rox8
Q8SXG3	FBgn0032906	RPA2
Q24492	FBgn0010173	RpA-70
Q9VC49	FBgn0039218	Rpb10
Q9VJE4	FBgn0032634	Rpb11
Q7JZF5	FBgn0033571	Rpb5
Q9VFB5	FBgn0051155	Rpb7
Q9VNZ3	FBgn0037121	Rpb8
Q94517	FBgn0015805	HDAC1
P91875	FBgn0019938	RpI1
Q9VD81	FBgn0038903	RpI12
P20028	FBgn0003278	RpI135
P08266	FBgn0262955	RpII140
